HA,Day_candle_direction,Candle_score,Tweet_positive,Tweet_negative,Tweet_ratio,Tweet_polarity,Candle_pattern,Hour_candle_direction,Trend,Trend_percent,MACD,OBV,Result
UP,U,0,28.19,15.43,1.83,0.18,0,U,Afterpeak,1.7,Buy,Buy,1
